,Id,Direct,Name,CountryName,ImageUrl,HolidayUrl,IndirectPrice,HotelUrl,HotelPrice,IndirectQuoteDateTime,DirectPrice,DirectQuoteDateTime
0,CATA,False,Catania,Italy,https://content.skyscnr.com/551ee1c8b7ed734978a498dc05f85d83/GettyImages-467692542.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/catania-holidays/cia-27540562,29,/hotels/search?entity_id=27540562&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,66.0,2021-11-13T13:00:00,,
1,NAPL,True,Naples,Italy,https://content.skyscnr.com/m/0f141bf76cf06068/Large-napl_139999980_doc.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/naples-holidays/cia-27545086,26,/hotels/search?entity_id=27545086&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-13T00:36:00,,
2,ALGS,True,Alghero Sardinia,Italy,https://content.skyscnr.com/0ebceb814d5354db3f9983515e72422e/Alghero%20Sardinia-GettyImages-638337502.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/alghero-sardinia-holidays/cia-27536503,26,/hotels/search?entity_id=27536503&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,65.0,2021-11-10T15:15:00,21.0,2021-11-10T09:49:00
3,BARI,False,Bari,Italy,https://content.skyscnr.com/m/3930ff32e7360c83/Large-eyeem-26694340-130154301.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/bari-holidays/cia-27539556,26,/hotels/search?entity_id=27539556&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-12T17:21:00,,
4,PALE,False,Palermo,Italy,https://content.skyscnr.com/b5b377433a4dd4788bd9a767d90d1555/GettyImages-471536974.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/palermo-holidays/cia-27545989,33,/hotels/search?entity_id=27545989&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-12T17:37:00,,
5,COMI,False,Comiso,Italy,https://content.skyscnr.com/m/42b54af554dee665/original/eyeem-26694340-128610118.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/comiso-holidays/cia-27539806,49,/hotels/search?entity_id=27539806&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-10T11:09:00,,
6,CAGL,True,Cagliari,Italy,https://content.skyscnr.com/m/1c520904cb530a78/original/eyeem-26694340-131957363.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/cagliari-holidays/cia-27539679,26,/hotels/search?entity_id=27539679&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-13T11:25:00,27.0,2021-11-12T16:24:00
7,TRAP,True,Trapani,Italy,https://content.skyscnr.com/bc9d50a8707c2a3faf1c430c4973cfe0/eyeem-26693940-126565453.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/trapani-holidays/cia-27547239,24,/hotels/search?entity_id=27547239&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-13T16:23:00,21.0,2021-11-12T19:47:00
8,MARA,True,Lamezia Terme,Italy,https://content.skyscnr.com/m/fae19a45fbb9458/original/eyeem-26694340-135367311.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/lamezia-terme-holidays/cia-27546311,23,/hotels/search?entity_id=27546311&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-10T14:12:00,26.0,2021-11-13T10:38:00
9,PESC,True,Pescara,Italy,https://content.skyscnr.com/569befea317cf3979e8b5916fbc7e5cd/GettyImages-529368487.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/pescara-holidays/cia-27546050,26,/hotels/search?entity_id=27546050&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-12T20:05:00,,
