,Id,Direct,Name,CountryName,ImageUrl,HolidayUrl,DirectPrice,IndirectPrice,HotelUrl,HotelPrice,IndirectQuoteDateTime,DirectQuoteDateTime
0,BUDA,True,Budapest,Hungary,https://content.skyscnr.com/1326f876f67413db59cc34a466945260/GettyImages-493113190.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/hungary/budapest-holidays/cia-27539604,27,25,/hotels/search?entity_id=27539604&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,70,2021-11-13T13:10:00,2021-11-13T13:09:00
