,Id,Direct,Name,CountryName,ImageUrl,HolidayUrl,DirectPrice,IndirectPrice,HotelUrl,HotelPrice,IndirectQuoteDateTime,DirectQuoteDateTime
0,SKOP,True,Skopje,North Macedonia,https://content.skyscnr.com/690e1d8632f1ac1e07c4cf957c4964fb/GettyImages-476208185.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/north-macedonia/skopje-holidays/cia-27546371,75,87,/hotels/search?entity_id=27546371&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,37,2021-11-11T15:23:00,2021-11-12T14:59:00
