,Id,Direct,Name,CountryName,ImageUrl,HolidayUrl,DirectPrice,IndirectPrice,HotelUrl,HotelPrice,IndirectQuoteDateTime,DirectQuoteDateTime
0,RIGA,True,Riga,Latvia,https://content.skyscnr.com/de54d44c70db4a743503a0914ad532b8/GettyImages-492496777.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/latvia/riga-holidays/cia-27546172,29,24,/hotels/search?entity_id=27546172&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,37,2021-11-09T18:20:00,2021-11-13T09:52:00
