,trace_id,flight,departure_date,price,timestamp
22,20,SPU_ZAG,2022-08-27,55.0,2022-08-06 22:35:00
23,21,SPU_ZAG,2022-08-28,55.0,2022-08-06 22:35:00
0,11,ZAG_DBV,2022-08-19,67.0,2022-08-06 22:35:00
1,22,ZAG_DBV,2022-08-30,59.0,2022-08-06 22:35:00
2,12,ZAG_DBV,2022-08-20,66.0,2022-08-06 22:35:00
3,23,ZAG_DBV,2022-08-31,58.0,2022-08-06 22:35:00
4,13,ZAG_DBV,2022-08-21,63.0,2022-08-06 22:35:00
5,14,ZAG_DBV,2022-08-22,66.0,2022-08-06 22:35:00
6,15,ZAG_DBV,2022-08-23,66.0,2022-08-06 22:35:00
7,16,ZAG_DBV,2022-08-24,65.0,2022-08-06 22:35:00
8,17,ZAG_DBV,2022-08-25,66.0,2022-08-06 22:35:00
9,18,ZAG_DBV,2022-08-26,64.0,2022-08-06 22:35:00
10,19,ZAG_DBV,2022-08-27,65.0,2022-08-06 22:35:00
11,0,ZAG_DBV,2022-08-08,85.0,2022-08-06 22:35:00
12,1,ZAG_DBV,2022-08-09,85.0,2022-08-06 22:35:00
13,2,ZAG_DBV,2022-08-10,85.0,2022-08-06 22:35:00
14,3,ZAG_DBV,2022-08-11,91.0,2022-08-06 22:35:00
15,4,ZAG_DBV,2022-08-12,88.0,2022-08-06 22:35:00
16,5,ZAG_DBV,2022-08-13,72.0,2022-08-06 22:35:00
17,6,ZAG_DBV,2022-08-14,73.0,2022-08-06 22:35:00
18,7,ZAG_DBV,2022-08-15,71.0,2022-08-06 22:35:00
19,8,ZAG_DBV,2022-08-16,77.0,2022-08-06 22:35:00
20,9,ZAG_DBV,2022-08-17,77.0,2022-08-06 22:35:00
21,20,ZAG_DBV,2022-08-28,56.0,2022-08-06 22:35:00
22,10,ZAG_DBV,2022-08-18,78.0,2022-08-06 22:35:00
23,21,ZAG_DBV,2022-08-29,57.0,2022-08-06 22:35:00
0,22,DBV_ZAG,2022-08-29,82.0,2022-08-06 22:35:00
1,23,DBV_ZAG,2022-08-30,57.0,2022-08-06 22:35:00
2,24,DBV_ZAG,2022-08-31,68.0,2022-08-06 22:35:00
3,10,DBV_ZAG,2022-08-17,82.0,2022-08-06 22:35:00
4,11,DBV_ZAG,2022-08-18,66.0,2022-08-06 22:35:00
5,12,DBV_ZAG,2022-08-19,78.0,2022-08-06 22:35:00
6,13,DBV_ZAG,2022-08-20,78.0,2022-08-06 22:35:00
7,14,DBV_ZAG,2022-08-21,93.0,2022-08-06 22:35:00
8,15,DBV_ZAG,2022-08-22,82.0,2022-08-06 22:35:00
9,16,DBV_ZAG,2022-08-23,57.0,2022-08-06 22:35:00
10,17,DBV_ZAG,2022-08-24,58.0,2022-08-06 22:35:00
11,18,DBV_ZAG,2022-08-25,53.0,2022-08-06 22:35:00
12,19,DBV_ZAG,2022-08-26,56.0,2022-08-06 22:35:00
13,0,DBV_ZAG,2022-08-07,98.0,2022-08-06 22:35:00
14,1,DBV_ZAG,2022-08-08,83.0,2022-08-06 22:35:00
15,2,DBV_ZAG,2022-08-09,78.0,2022-08-06 22:35:00
16,3,DBV_ZAG,2022-08-10,77.0,2022-08-06 22:35:00
17,4,DBV_ZAG,2022-08-11,78.0,2022-08-06 22:35:00
18,5,DBV_ZAG,2022-08-12,81.0,2022-08-06 22:35:00
19,6,DBV_ZAG,2022-08-13,77.0,2022-08-06 22:35:00
20,7,DBV_ZAG,2022-08-14,81.0,2022-08-06 22:35:00
21,8,DBV_ZAG,2022-08-15,82.0,2022-08-06 22:35:00
22,9,DBV_ZAG,2022-08-16,70.0,2022-08-06 22:35:00
23,20,DBV_ZAG,2022-08-27,57.0,2022-08-06 22:35:00
24,21,DBV_ZAG,2022-08-28,82.0,2022-08-06 22:35:00
0,22,ZAG_BSL,2022-08-29,28.0,2022-08-06 22:35:00
1,13,ZAG_BSL,2022-08-19,47.0,2022-08-06 22:35:00
2,15,ZAG_BSL,2022-08-21,22.0,2022-08-06 22:35:00
3,16,ZAG_BSL,2022-08-22,37.0,2022-08-06 22:35:00
6,6,ZAG_BSL,2022-08-12,89.0,2022-08-06 22:35:00
7,8,ZAG_BSL,2022-08-14,68.0,2022-08-06 22:35:00
8,9,ZAG_BSL,2022-08-15,58.0,2022-08-06 22:35:00
9,20,ZAG_BSL,2022-08-26,23.0,2022-08-06 22:35:00
10,21,ZAG_BSL,2022-08-28,24.0,2022-08-06 22:35:00
0,11,BSL_ZAG,2022-08-19,25.0,2022-08-06 22:36:00
1,13,BSL_ZAG,2022-08-21,13.0,2022-08-06 22:36:00
2,14,BSL_ZAG,2022-08-22,13.0,2022-08-06 22:36:00
3,18,BSL_ZAG,2022-08-26,12.0,2022-08-06 22:36:00
4,0,BSL_ZAG,2022-08-08,54.0,2022-08-06 22:36:00
5,4,BSL_ZAG,2022-08-12,49.0,2022-08-06 22:36:00
6,6,BSL_ZAG,2022-08-14,13.0,2022-08-06 22:36:00
7,7,BSL_ZAG,2022-08-15,14.0,2022-08-06 22:36:00
8,20,BSL_ZAG,2022-08-28,13.0,2022-08-06 22:36:00
9,21,BSL_ZAG,2022-08-29,13.0,2022-08-06 22:36:00
0,11,ZAG_MLA,2022-08-20,59.0,2022-08-06 22:36:00
1,14,ZAG_MLA,2022-08-23,68.0,2022-08-06 22:36:00
2,16,ZAG_MLA,2022-08-25,42.0,2022-08-06 22:36:00
3,18,ZAG_MLA,2022-08-27,31.0,2022-08-06 22:36:00
4,1,ZAG_MLA,2022-08-09,79.0,2022-08-06 22:36:00
5,3,ZAG_MLA,2022-08-11,87.0,2022-08-06 22:36:00
6,5,ZAG_MLA,2022-08-13,37.0,2022-08-06 22:36:00
7,8,ZAG_MLA,2022-08-16,79.0,2022-08-06 22:36:00
8,10,ZAG_MLA,2022-08-18,93.0,2022-08-06 22:36:00
9,21,ZAG_MLA,2022-08-30,21.0,2022-08-06 22:36:00
1,12,MLA_ZAG,2022-08-20,79.0,2022-08-06 22:36:00
2,15,MLA_ZAG,2022-08-23,92.0,2022-08-06 22:36:00
3,17,MLA_ZAG,2022-08-25,91.0,2022-08-06 22:36:00
4,19,MLA_ZAG,2022-08-27,90.0,2022-08-06 22:36:00
9,10,MLA_ZAG,2022-08-18,79.0,2022-08-06 22:36:00
1,27,ZAG_TRF,2022-08-31,11.0,2022-08-06 22:36:00
2,12,ZAG_TRF,2022-08-17,90.0,2022-08-06 22:36:00
6,20,ZAG_TRF,2022-08-24,15.0,2022-08-06 22:36:00
0,11,TRF_ZAG,2022-08-20,20.0,2022-08-06 22:36:00
1,23,TRF_ZAG,2022-08-31,94.0,2022-08-06 22:36:00
2,15,TRF_ZAG,2022-08-24,14.0,2022-08-06 22:36:00
3,18,TRF_ZAG,2022-08-27,38.0,2022-08-06 22:36:00
4,3,TRF_ZAG,2022-08-10,32.0,2022-08-06 22:36:00
5,5,TRF_ZAG,2022-08-13,18.0,2022-08-06 22:36:00
6,9,TRF_ZAG,2022-08-17,15.0,2022-08-06 22:36:00
0,23,ZAG_TGD,2022-08-30,13.0,2022-08-06 22:36:00
1,13,ZAG_TGD,2022-08-20,16.0,2022-08-06 22:36:00
2,16,ZAG_TGD,2022-08-23,14.0,2022-08-06 22:36:00
4,6,ZAG_TGD,2022-08-13,84.0,2022-08-06 22:36:00
5,9,ZAG_TGD,2022-08-16,13.0,2022-08-06 22:36:00
6,20,ZAG_TGD,2022-08-27,13.0,2022-08-06 22:36:00
0,22,TGD_ZAG,2022-08-30,23.0,2022-08-06 22:36:00
1,12,TGD_ZAG,2022-08-20,76.0,2022-08-06 22:36:00
2,15,TGD_ZAG,2022-08-23,89.0,2022-08-06 22:36:00
3,19,TGD_ZAG,2022-08-27,33.0,2022-08-06 22:36:00
4,1,TGD_ZAG,2022-08-09,45.0,2022-08-06 22:36:00
5,5,TGD_ZAG,2022-08-13,58.0,2022-08-06 22:36:00
6,8,TGD_ZAG,2022-08-16,69.0,2022-08-06 22:36:00
0,22,ZAG_SOF,2022-08-30,15.0,2022-08-06 22:36:00
1,13,ZAG_SOF,2022-08-20,18.0,2022-08-06 22:36:00
2,16,ZAG_SOF,2022-08-23,15.0,2022-08-06 22:36:00
3,2,ZAG_SOF,2022-08-09,66.0,2022-08-06 22:36:00
4,6,ZAG_SOF,2022-08-13,90.0,2022-08-06 22:36:00
5,9,ZAG_SOF,2022-08-16,18.0,2022-08-06 22:36:00
6,20,ZAG_SOF,2022-08-27,18.0,2022-08-06 22:36:00
0,24,SOF_ZAG,2022-08-30,17.0,2022-08-06 22:36:00
1,13,SOF_ZAG,2022-08-20,43.0,2022-08-06 22:36:00
2,16,SOF_ZAG,2022-08-23,18.0,2022-08-06 22:36:00
3,2,SOF_ZAG,2022-08-09,21.0,2022-08-06 22:36:00
4,6,SOF_ZAG,2022-08-13,29.0,2022-08-06 22:36:00
5,9,SOF_ZAG,2022-08-16,30.0,2022-08-06 22:36:00
0,12,TRS_VLC,2022-08-19,46.0,2022-08-06 22:37:00
1,14,TRS_VLC,2022-08-22,49.0,2022-08-06 22:37:00
2,16,TRS_VLC,2022-08-26,25.0,2022-08-06 22:37:00
3,17,TRS_VLC,2022-08-29,33.0,2022-08-06 22:37:00
5,4,TRS_VLC,2022-08-12,40.0,2022-08-06 22:37:00
0,11,VLC_TRS,2022-08-19,89.0,2022-08-06 22:37:00
2,18,VLC_TRS,2022-08-26,68.0,2022-08-06 22:37:00
4,5,VLC_TRS,2022-08-12,79.0,2022-08-06 22:37:00
5,8,VLC_TRS,2022-08-15,99.0,2022-08-06 22:37:00
6,21,VLC_TRS,2022-08-29,50.0,2022-08-06 22:37:00
1,16,TRS_CRL,2022-08-25,50.0,2022-08-06 22:37:00
2,19,TRS_CRL,2022-08-28,74.0,2022-08-06 22:37:00
3,3,TRS_CRL,2022-08-11,82.0,2022-08-06 22:37:00
5,10,TRS_CRL,2022-08-18,84.0,2022-08-06 22:37:00
0,12,CRL_TRS,2022-08-21,13.0,2022-08-06 22:37:00
1,14,CRL_TRS,2022-08-25,13.0,2022-08-06 22:37:00
2,17,CRL_TRS,2022-08-28,15.0,2022-08-06 22:37:00
3,0,CRL_TRS,2022-08-07,97.0,2022-08-06 22:37:00
4,4,CRL_TRS,2022-08-11,14.0,2022-08-06 22:37:00
5,7,CRL_TRS,2022-08-14,30.0,2022-08-06 22:37:00
6,10,CRL_TRS,2022-08-18,13.0,2022-08-06 22:37:00
10,1,TRS_STN,2022-08-08,62.0,2022-08-06 22:37:00
11,2,TRS_STN,2022-08-09,49.0,2022-08-06 22:37:00
14,7,TRS_STN,2022-08-14,94.0,2022-08-06 22:37:00
15,8,TRS_STN,2022-08-15,66.0,2022-08-06 22:37:00
16,9,TRS_STN,2022-08-16,56.0,2022-08-06 22:37:00
0,22,STN_TRS,2022-08-27,55.0,2022-08-06 22:37:00
1,23,STN_TRS,2022-08-28,18.0,2022-08-06 22:37:00
2,24,STN_TRS,2022-08-29,21.0,2022-08-06 22:37:00
3,25,STN_TRS,2022-08-30,18.0,2022-08-06 22:37:00
4,10,STN_TRS,2022-08-15,79.0,2022-08-06 22:37:00
5,11,STN_TRS,2022-08-16,70.0,2022-08-06 22:37:00
6,13,STN_TRS,2022-08-18,59.0,2022-08-06 22:37:00
8,16,STN_TRS,2022-08-21,55.0,2022-08-06 22:37:00
9,17,STN_TRS,2022-08-22,50.0,2022-08-06 22:37:00
10,18,STN_TRS,2022-08-23,33.0,2022-08-06 22:37:00
16,20,STN_TRS,2022-08-25,75.0,2022-08-06 22:37:00
0,12,TRS_CAG,2022-08-25,34.0,2022-08-06 22:37:00
1,15,TRS_CAG,2022-08-28,30.0,2022-08-06 22:37:00
3,4,TRS_CAG,2022-08-11,82.0,2022-08-06 22:37:00
4,7,TRS_CAG,2022-08-14,57.0,2022-08-06 22:37:00
5,9,TRS_CAG,2022-08-18,22.0,2022-08-06 22:37:00
6,10,TRS_CAG,2022-08-21,60.0,2022-08-06 22:37:00
0,12,CAG_TRS,2022-08-21,62.0,2022-08-06 22:37:00
1,16,CAG_TRS,2022-08-25,94.0,2022-08-06 22:37:00
2,19,CAG_TRS,2022-08-28,51.0,2022-08-06 22:37:00
3,0,CAG_TRS,2022-08-07,41.0,2022-08-06 22:37:00
4,4,CAG_TRS,2022-08-11,18.0,2022-08-06 22:37:00
5,7,CAG_TRS,2022-08-14,42.0,2022-08-06 22:37:00
6,9,CAG_TRS,2022-08-18,69.0,2022-08-06 22:37:00
0,22,TRS_CTA,2022-08-25,15.0,2022-08-06 22:37:00
1,24,TRS_CTA,2022-08-27,36.0,2022-08-06 22:37:00
2,26,TRS_CTA,2022-08-29,40.0,2022-08-06 22:37:00
3,27,TRS_CTA,2022-08-30,31.0,2022-08-06 22:37:00
5,12,TRS_CTA,2022-08-15,46.0,2022-08-06 22:37:00
6,13,TRS_CTA,2022-08-16,90.0,2022-08-06 22:37:00
7,15,TRS_CTA,2022-08-18,36.0,2022-08-06 22:37:00
8,17,TRS_CTA,2022-08-20,43.0,2022-08-06 22:37:00
9,19,TRS_CTA,2022-08-22,36.0,2022-08-06 22:37:00
13,20,TRS_CTA,2022-08-23,36.0,2022-08-06 22:37:00
1,26,CTA_TRS,2022-08-27,99.0,2022-08-06 22:37:00
3,30,CTA_TRS,2022-08-30,99.0,2022-08-06 22:37:00
8,1,CTA_TRS,2022-08-08,29.0,2022-08-06 22:37:00
9,2,CTA_TRS,2022-08-09,15.0,2022-08-06 22:37:00
10,4,CTA_TRS,2022-08-11,71.0,2022-08-06 22:37:00
11,7,CTA_TRS,2022-08-13,73.0,2022-08-06 22:37:00
12,9,CTA_TRS,2022-08-15,88.0,2022-08-06 22:37:00
0,23,TRS_NAP,2022-08-25,32.0,2022-08-06 22:37:00
1,25,TRS_NAP,2022-08-27,40.0,2022-08-06 22:37:00
2,26,TRS_NAP,2022-08-28,49.0,2022-08-06 22:37:00
3,27,TRS_NAP,2022-08-29,43.0,2022-08-06 22:37:00
4,28,TRS_NAP,2022-08-30,34.0,2022-08-06 22:37:00
5,11,TRS_NAP,2022-08-13,92.0,2022-08-06 22:37:00
6,12,TRS_NAP,2022-08-14,65.0,2022-08-06 22:37:00
7,13,TRS_NAP,2022-08-15,52.0,2022-08-06 22:37:00
8,14,TRS_NAP,2022-08-16,49.0,2022-08-06 22:37:00
9,16,TRS_NAP,2022-08-18,40.0,2022-08-06 22:37:00
10,18,TRS_NAP,2022-08-20,46.0,2022-08-06 22:37:00
11,19,TRS_NAP,2022-08-21,35.0,2022-08-06 22:37:00
16,20,TRS_NAP,2022-08-22,35.0,2022-08-06 22:37:00
17,21,TRS_NAP,2022-08-23,34.0,2022-08-06 22:37:00
0,22,NAP_TRS,2022-08-23,57.0,2022-08-06 22:38:00
1,24,NAP_TRS,2022-08-25,32.0,2022-08-06 22:38:00
2,26,NAP_TRS,2022-08-27,29.0,2022-08-06 22:38:00
3,27,NAP_TRS,2022-08-28,32.0,2022-08-06 22:38:00
4,28,NAP_TRS,2022-08-29,42.0,2022-08-06 22:38:00
5,29,NAP_TRS,2022-08-30,35.0,2022-08-06 22:38:00
6,11,NAP_TRS,2022-08-14,86.0,2022-08-06 22:38:00
7,12,NAP_TRS,2022-08-15,71.0,2022-08-06 22:38:00
8,13,NAP_TRS,2022-08-16,77.0,2022-08-06 22:38:00
9,15,NAP_TRS,2022-08-18,68.0,2022-08-06 22:38:00
10,18,NAP_TRS,2022-08-20,86.0,2022-08-06 22:38:00
11,19,NAP_TRS,2022-08-21,98.0,2022-08-06 22:38:00
13,2,NAP_TRS,2022-08-08,78.0,2022-08-06 22:38:00
15,6,NAP_TRS,2022-08-11,94.0,2022-08-06 22:38:00
16,9,NAP_TRS,2022-08-13,77.0,2022-08-06 22:38:00
17,21,NAP_TRS,2022-08-22,50.0,2022-08-06 22:38:00
0,22,TRS_BRI,2022-08-27,43.0,2022-08-06 22:38:00
1,23,TRS_BRI,2022-08-28,43.0,2022-08-06 22:38:00
2,25,TRS_BRI,2022-08-30,20.0,2022-08-06 22:38:00
3,11,TRS_BRI,2022-08-16,66.0,2022-08-06 22:38:00
4,13,TRS_BRI,2022-08-18,57.0,2022-08-06 22:38:00
5,15,TRS_BRI,2022-08-20,82.0,2022-08-06 22:38:00
6,16,TRS_BRI,2022-08-21,66.0,2022-08-06 22:38:00
7,18,TRS_BRI,2022-08-23,60.0,2022-08-06 22:38:00
10,5,TRS_BRI,2022-08-11,87.0,2022-08-06 22:38:00
12,9,TRS_BRI,2022-08-14,57.0,2022-08-06 22:38:00
13,20,TRS_BRI,2022-08-25,41.0,2022-08-06 22:38:00
0,22,BRI_TRS,2022-08-27,58.0,2022-08-06 22:38:00
1,23,BRI_TRS,2022-08-28,70.0,2022-08-06 22:38:00
2,25,BRI_TRS,2022-08-30,48.0,2022-08-06 22:38:00
3,11,BRI_TRS,2022-08-18,82.0,2022-08-06 22:38:00
4,13,BRI_TRS,2022-08-20,74.0,2022-08-06 22:38:00
6,18,BRI_TRS,2022-08-23,98.0,2022-08-06 22:38:00
7,1,BRI_TRS,2022-08-09,53.0,2022-08-06 22:38:00
8,3,BRI_TRS,2022-08-11,20.0,2022-08-06 22:38:00
9,5,BRI_TRS,2022-08-13,96.0,2022-08-06 22:38:00
10,7,BRI_TRS,2022-08-14,82.0,2022-08-06 22:38:00
11,9,BRI_TRS,2022-08-16,83.0,2022-08-06 22:38:00
12,20,BRI_TRS,2022-08-25,20.0,2022-08-06 22:38:00
0,13,TRS_TPS,2022-08-22,82.0,2022-08-06 22:38:00
1,19,TRS_TPS,2022-08-29,97.0,2022-08-06 22:38:00
2,1,TRS_TPS,2022-08-08,84.0,2022-08-06 22:38:00
3,4,TRS_TPS,2022-08-11,84.0,2022-08-06 22:38:00
4,8,TRS_TPS,2022-08-15,84.0,2022-08-06 22:38:00
5,10,TRS_TPS,2022-08-18,84.0,2022-08-06 22:38:00
0,12,TPS_TRS,2022-08-22,75.0,2022-08-06 22:38:00
1,15,TPS_TRS,2022-08-25,75.0,2022-08-06 22:38:00
2,19,TPS_TRS,2022-08-29,92.0,2022-08-06 22:38:00
3,0,TPS_TRS,2022-08-08,93.0,2022-08-06 22:38:00
4,3,TPS_TRS,2022-08-11,93.0,2022-08-06 22:38:00
5,8,TPS_TRS,2022-08-18,94.0,2022-08-06 22:38:00
0,22,TRS_OLB,2022-08-30,19.0,2022-08-06 22:38:00
1,12,TRS_OLB,2022-08-19,19.0,2022-08-06 22:38:00
2,16,TRS_OLB,2022-08-23,19.0,2022-08-06 22:38:00
3,19,TRS_OLB,2022-08-26,19.0,2022-08-06 22:38:00
4,2,TRS_OLB,2022-08-09,72.0,2022-08-06 22:38:00
5,5,TRS_OLB,2022-08-12,42.0,2022-08-06 22:38:00
6,9,TRS_OLB,2022-08-16,19.0,2022-08-06 22:38:00
0,11,OLB_TRS,2022-08-19,48.0,2022-08-06 22:38:00
1,22,OLB_TRS,2022-08-30,80.0,2022-08-06 22:38:00
2,15,OLB_TRS,2022-08-23,88.0,2022-08-06 22:38:00
3,18,OLB_TRS,2022-08-26,72.0,2022-08-06 22:38:00
4,1,OLB_TRS,2022-08-09,31.0,2022-08-06 22:38:00
5,4,OLB_TRS,2022-08-12,52.0,2022-08-06 22:38:00
6,8,OLB_TRS,2022-08-16,83.0,2022-08-06 22:38:00
0,25,TRS_PMO,2022-08-31,32.0,2022-08-06 22:38:00
1,12,TRS_PMO,2022-08-17,44.0,2022-08-06 22:38:00
2,15,TRS_PMO,2022-08-20,35.0,2022-08-06 22:38:00
3,19,TRS_PMO,2022-08-24,35.0,2022-08-06 22:38:00
6,21,TRS_PMO,2022-08-27,32.0,2022-08-06 22:38:00
4,3,PMO_TRS,2022-08-10,62.0,2022-08-06 22:38:00
0,22,TRS_FCO,2022-08-24,67.0,2022-08-06 22:38:00
1,24,TRS_FCO,2022-08-25,72.0,2022-08-06 22:38:00
2,25,TRS_FCO,2022-08-26,72.0,2022-08-06 22:38:00
3,26,TRS_FCO,2022-08-27,67.0,2022-08-06 22:38:00
4,28,TRS_FCO,2022-08-28,67.0,2022-08-06 22:38:00
5,30,TRS_FCO,2022-08-29,67.0,2022-08-06 22:38:00
6,10,TRS_FCO,2022-08-15,71.0,2022-08-06 22:38:00
7,32,TRS_FCO,2022-08-30,67.0,2022-08-06 22:38:00
8,11,TRS_FCO,2022-08-16,86.0,2022-08-06 22:38:00
9,33,TRS_FCO,2022-08-31,72.0,2022-08-06 22:38:00
10,13,TRS_FCO,2022-08-17,71.0,2022-08-06 22:38:00
11,15,TRS_FCO,2022-08-18,71.0,2022-08-06 22:38:00
12,16,TRS_FCO,2022-08-19,67.0,2022-08-06 22:38:00
13,17,TRS_FCO,2022-08-20,71.0,2022-08-06 22:38:00
17,3,TRS_FCO,2022-08-09,68.0,2022-08-06 22:38:00
18,4,TRS_FCO,2022-08-10,72.0,2022-08-06 22:38:00
19,5,TRS_FCO,2022-08-11,67.0,2022-08-06 22:38:00
20,6,TRS_FCO,2022-08-12,71.0,2022-08-06 22:38:00
21,7,TRS_FCO,2022-08-13,71.0,2022-08-06 22:38:00
22,9,TRS_FCO,2022-08-14,71.0,2022-08-06 22:38:00
23,20,TRS_FCO,2022-08-22,71.0,2022-08-06 22:38:00
24,21,TRS_FCO,2022-08-23,71.0,2022-08-06 22:38:00
0,22,FCO_TRS,2022-08-26,82.0,2022-08-06 22:38:00
1,23,FCO_TRS,2022-08-27,82.0,2022-08-06 22:38:00
2,25,FCO_TRS,2022-08-28,96.0,2022-08-06 22:38:00
3,27,FCO_TRS,2022-08-29,81.0,2022-08-06 22:38:00
4,29,FCO_TRS,2022-08-30,80.0,2022-08-06 22:38:00
5,31,FCO_TRS,2022-08-31,80.0,2022-08-06 22:38:00
6,10,FCO_TRS,2022-08-17,82.0,2022-08-06 22:38:00
7,11,FCO_TRS,2022-08-18,82.0,2022-08-06 22:38:00
8,12,FCO_TRS,2022-08-19,82.0,2022-08-06 22:38:00
9,13,FCO_TRS,2022-08-20,97.0,2022-08-06 22:38:00
11,16,FCO_TRS,2022-08-22,82.0,2022-08-06 22:38:00
12,17,FCO_TRS,2022-08-23,82.0,2022-08-06 22:38:00
13,19,FCO_TRS,2022-08-24,82.0,2022-08-06 22:38:00
14,0,FCO_TRS,2022-08-08,90.0,2022-08-06 22:38:00
15,1,FCO_TRS,2022-08-09,77.0,2022-08-06 22:38:00
16,3,FCO_TRS,2022-08-10,77.0,2022-08-06 22:38:00
17,4,FCO_TRS,2022-08-11,82.0,2022-08-06 22:38:00
18,5,FCO_TRS,2022-08-12,97.0,2022-08-06 22:38:00
19,6,FCO_TRS,2022-08-13,95.0,2022-08-06 22:38:00
20,7,FCO_TRS,2022-08-14,82.0,2022-08-06 22:38:00
21,8,FCO_TRS,2022-08-15,76.0,2022-08-06 22:38:00
22,9,FCO_TRS,2022-08-16,82.0,2022-08-06 22:38:00
23,20,FCO_TRS,2022-08-25,82.0,2022-08-06 22:38:00
0,11,TRS_MLA,2022-08-28,15.0,2022-08-06 22:38:00
1,1,TRS_MLA,2022-08-11,22.0,2022-08-06 22:38:00
2,4,TRS_MLA,2022-08-14,18.0,2022-08-06 22:38:00
3,7,TRS_MLA,2022-08-18,31.0,2022-08-06 22:38:00
4,8,TRS_MLA,2022-08-21,15.0,2022-08-06 22:38:00
5,9,TRS_MLA,2022-08-25,18.0,2022-08-06 22:38:00
1,13,MLA_TRS,2022-08-25,82.0,2022-08-06 22:39:00
2,16,MLA_TRS,2022-08-28,85.0,2022-08-06 22:39:00
4,3,MLA_TRS,2022-08-11,90.0,2022-08-06 22:39:00
0,12,TRS_BEG,2022-08-20,88.0,2022-08-06 22:39:00
1,15,TRS_BEG,2022-08-24,88.0,2022-08-06 22:39:00
3,19,TRS_BEG,2022-08-31,87.0,2022-08-06 22:39:00
1,13,LJU_TIV,2022-08-22,88.0,2022-08-06 22:39:00
2,14,LJU_TIV,2022-08-24,96.0,2022-08-06 22:39:00
4,18,LJU_TIV,2022-08-28,94.0,2022-08-06 22:39:00
5,19,LJU_TIV,2022-08-29,83.0,2022-08-06 22:39:00
9,6,LJU_TIV,2022-08-14,94.0,2022-08-06 22:39:00
11,9,LJU_TIV,2022-08-17,90.0,2022-08-06 22:39:00
13,21,LJU_TIV,2022-08-31,83.0,2022-08-06 22:39:00
1,25,TIV_LJU,2022-08-29,97.0,2022-08-06 22:39:00
2,27,TIV_LJU,2022-08-31,84.0,2022-08-06 22:39:00
7,19,TIV_LJU,2022-08-24,94.0,2022-08-06 22:39:00
6,11,LJU_LTN,2022-08-16,68.0,2022-08-06 22:39:00
16,3,LJU_LTN,2022-08-09,68.0,2022-08-06 22:39:00
2,25,LGW_LJU,2022-08-28,89.0,2022-08-06 22:39:00
3,26,LGW_LJU,2022-08-29,77.0,2022-08-06 22:39:00
4,27,LTN_LJU,2022-08-30,50.0,2022-08-06 22:39:00
5,28,LGW_LJU,2022-08-31,72.0,2022-08-06 22:39:00
12,19,LTN_LJU,2022-08-23,48.0,2022-08-06 22:39:00
19,20,LGW_LJU,2022-08-24,74.0,2022-08-06 22:39:00
0,22,LJU_BEG,2022-08-28,75.0,2022-08-06 22:39:00
1,23,LJU_BEG,2022-08-29,70.0,2022-08-06 22:39:00
2,24,LJU_BEG,2022-08-31,69.0,2022-08-06 22:39:00
3,10,LJU_BEG,2022-08-16,88.0,2022-08-06 22:39:00
4,11,LJU_BEG,2022-08-17,76.0,2022-08-06 22:39:00
5,12,LJU_BEG,2022-08-18,75.0,2022-08-06 22:39:00
6,13,LJU_BEG,2022-08-19,70.0,2022-08-06 22:39:00
7,14,LJU_BEG,2022-08-20,92.0,2022-08-06 22:39:00
8,15,LJU_BEG,2022-08-21,87.0,2022-08-06 22:39:00
9,16,LJU_BEG,2022-08-22,75.0,2022-08-06 22:39:00
10,17,LJU_BEG,2022-08-23,76.0,2022-08-06 22:39:00
11,18,LJU_BEG,2022-08-24,75.0,2022-08-06 22:39:00
12,19,LJU_BEG,2022-08-25,88.0,2022-08-06 22:39:00
13,0,LJU_BEG,2022-08-08,86.0,2022-08-06 22:39:00
15,3,LJU_BEG,2022-08-10,87.0,2022-08-06 22:39:00
16,4,LJU_BEG,2022-08-11,88.0,2022-08-06 22:39:00
17,5,LJU_BEG,2022-08-12,96.0,2022-08-06 22:39:00
18,6,LJU_BEG,2022-08-13,96.0,2022-08-06 22:39:00
19,8,LJU_BEG,2022-08-14,88.0,2022-08-06 22:39:00
20,9,LJU_BEG,2022-08-15,87.0,2022-08-06 22:39:00
21,20,LJU_BEG,2022-08-26,76.0,2022-08-06 22:39:00
22,21,LJU_BEG,2022-08-27,76.0,2022-08-06 22:39:00
0,11,BEG_LJU,2022-08-19,75.0,2022-08-06 22:39:00
1,12,BEG_LJU,2022-08-20,61.0,2022-08-06 22:39:00
2,13,BEG_LJU,2022-08-21,98.0,2022-08-06 22:39:00
3,14,BEG_LJU,2022-08-23,75.0,2022-08-06 22:39:00
4,15,BEG_LJU,2022-08-24,76.0,2022-08-06 22:39:00
5,16,BEG_LJU,2022-08-25,76.0,2022-08-06 22:39:00
6,17,BEG_LJU,2022-08-26,70.0,2022-08-06 22:39:00
7,18,BEG_LJU,2022-08-28,97.0,2022-08-06 22:39:00
8,19,BEG_LJU,2022-08-29,76.0,2022-08-06 22:39:00
9,0,BEG_LJU,2022-08-08,98.0,2022-08-06 22:39:00
10,1,BEG_LJU,2022-08-09,65.0,2022-08-06 22:39:00
11,2,BEG_LJU,2022-08-10,87.0,2022-08-06 22:39:00
12,3,BEG_LJU,2022-08-11,98.0,2022-08-06 22:39:00
13,4,BEG_LJU,2022-08-12,78.0,2022-08-06 22:39:00
14,5,BEG_LJU,2022-08-13,99.0,2022-08-06 22:39:00
