,continent,country_name,country_code_iso2,region_name,city_name,city_code,city_image_url,airport_name,airport_code_IATA,airport_type,airport_lat,airport_lon
20,EU,Norway,NO,Oslo,Torp,OSLO,https://content.skyscnr.com/8ab21fe9e704f373e61689e635e63c60/GettyImages-498373538.jpg,"Sandefjord Airport, Torp",TRF,medium_airport,59.18669891,10.25860024
21,EU,Poland,PL,Krakow,Kraków,KRAK,https://content.skyscnr.com/f7f6af4f80f12335dd8b34745ce453a4/krakow.jpg,Kraków John Paul II International Airport,KRK,large_airport,50.077702,19.7848
22,EU,Poland,PL,Nowy Dwor Mazowiecki,Warsaw,WMIP,,Modlin Airport,WMI,large_airport,52.451099,20.6518
23,EU,Poland,PL,Poznan,Poznań,POZN,https://content.skyscnr.com/25d8e7ad6875d8b3332461fb2ed6ecf9/GettyImages-122449338.jpg,Poznań-Ławica Airport,POZ,large_airport,52.42100143,16.82629967
24,EU,Poland,PL,Wroclaw,Wrocław,WROC,https://content.skyscnr.com/7387d4b223075dd116e68295d7ae2f19/GettyImages-470289252.jpg,Copernicus Wrocław Airport,WRO,large_airport,51.10269928,16.88579941
25,EU,Sweden,SE,Gothenburg,Gothenburg,GOTH,https://content.skyscnr.com/c5156abcd5921e402b9fb95ce45c4813/GettyImages-160087670.jpg,Gothenburg-Landvetter Airport,GOT,large_airport,57.66279984,12.27980042
26,EU,Sweden,SE,Malmo,Malmö,MALM,https://content.skyscnr.com/62e6ec87196f90c906c29496e41f5f6d/GettyImages-139465515.jpg,Malmö Sturup Airport,MMX,large_airport,55.53630536,13.37619781
27,EU,Latvia,LV,Riga,Riga,RIGA,https://content.skyscnr.com/de54d44c70db4a743503a0914ad532b8/GettyImages-492496777.jpg,Riga International Airport,RIX,large_airport,56.92359924,23.97109985
28,EU,Spain,ES,Lanzarote,Lanzarote Island,ARRE,https://content.skyscnr.com/8f05010aa03fd05aa210ab04d5edc14d/GettyImages-453466115.jpg,Lanzarote Airport,ACE,medium_airport,28.945499,-13.6052
29,EU,Spain,ES,Tenerife,Tenerife Island,TENE,https://content.skyscnr.com/m/5954933ffe79635b/original/eyeem-28451928-143557105.jpg,Tenerife South Airport,TFS,large_airport,28.04450035,-16.57250023
30,AF,Morocco,MA,Fes,Fes,FEZS,https://content.skyscnr.com/4b19700352746a7fb855fe958141736f/GettyImages-484651575.jpg,Sa?ss Airport,FEZ,medium_airport,33.9272995,-4.97796011
31,AF,Morocco,MA,Marrakech,Marrakech,MARR,https://content.skyscnr.com/bae843c92aa2a7255d3b044d8f50465a/GettyImages-183941001.jpg,Menara Airport,RAK,medium_airport,31.60689926,-8.036299706
32,EU,Albania,AL,Tirana,Tirana,TIRA,https://content.skyscnr.com/d4acb8b30e8cfcb36db339ce50fd23ae/GettyImages-485428808.jpg,Tirana International Airport Mother Teresa,TIA,large_airport,41.41469955,19.72060013
33,EU,Bulgaria,BG,Bourgas,Burgas,BURG,https://content.skyscnr.com/b64b2d5260f7cd2ca30207536a1b7e87/GettyImages-464037337.jpg,Burgas Airport,BOJ,large_airport,42.56959915,27.51519966
34,EU,Bulgaria,BG,Sofia,Sofia,SOFI,https://content.skyscnr.com/31593d990b83848a59eaa86c40d5eb24/sofia.jpg,Sofia Airport,SOF,large_airport,42.69669342,23.41143608
35,EU,Bulgaria,BG,Varna,Varna,VARN,https://content.skyscnr.com/071fa18c180a418f5f650a9ce5ee2300/GettyImages-462030965.jpg,Varna Airport,VAR,large_airport,43.232101,27.8251
36,AS,Cyprus,CY,Larnaca,Larnarca,LARN,https://content.skyscnr.com/19f19f5c154529162d48a79cfbe41dc1/GettyImages-118980041.jpg,Larnaca International Airport,LCA,large_airport,34.87509918,33.62490082
37,AS,Cyprus,CY,Paphos,Paphos,PAPH,https://content.skyscnr.com/0a849c421a2db497fec2f8576eb37a49/GettyImages-178526577.jpg,Paphos International Airport,PFO,large_airport,34.7179985,32.4856987
38,EU,Croatia,HR,Dubrovnik,Dubrovnik,DUBR,https://content.skyscnr.com/844ae2f6ebd9628b7e91219738eccb48/croatia-dubrovnik-3491.jpg,Dubrovnik Airport,DBV,medium_airport,42.56140137,18.26819992
39,EU,Croatia,HR,Pula,Pula,PULA,https://content.skyscnr.com/m/5bd1bed123cceb1e/original/GettyImages-450473963.jpg,Pula Airport,PUY,medium_airport,44.89350128,13.9222002
40,EU,Croatia,HR,Bol,Brač Island,BOLL,https://content.skyscnr.com/m/5b0e5962706c7b1f/Large-GettyImages-156940828_doc.jpg,Bol Airport,BWK,medium_airport,43.28570175,16.67970085
41,EU,Croatia,HR,Split,Split,SPLI,https://content.skyscnr.com/d546c6a9ef565175c15121d026cbadef/croatia-split-2498.jpg,Split Airport,SPU,medium_airport,43.53889847,16.29800034
42,EU,Croatia,HR,Zagreb,Zagreb,ZAGR,https://content.skyscnr.com/bdea895ca2746a767312cb9ff9ab9186/GettyImages-502736148.jpg,Zagreb Airport,ZAG,large_airport,45.74290085,16.06879997
43,EU,Croatia,HR,Zadar,Zemunik,ZADA,https://content.skyscnr.com/24777087c57c297affbe432734885f52/GettyImages-101093871.jpg,Zadar Airport,ZAD,medium_airport,44.108299,15.3467
44,EU,Spain,ES,Alicante,Alicante,ALIC,https://content.skyscnr.com/2df165e46db19d6bcbb86e556a49a1bf/alicante.jpg,Alicante International Airport,ALC,large_airport,38.28219986,-0.558156013
45,EU,Spain,ES,Barcelona,Barcelona,BARC,https://content.skyscnr.com/7adba3a46af3ca29695f96937d19fcf1/GettyImages-149127892.jpg,Barcelona International Airport,BCN,large_airport,41.2971,2.07846
46,EU,Spain,ES,Ibiza,Ibiza,IBIZ,https://content.skyscnr.com/d5a71bb9ad10ed943ce61251761be64a/GettyImages-177133241.jpg,Ibiza Airport,IBZ,medium_airport,38.8728981,1.37311995
47,EU,Spain,ES,Madrid,Madrid,MADR,https://content.skyscnr.com/13ce98b674f110e5466fea801ffb05bd/madrid.jpg,Adolfo Suárez Madrid–Barajas Airport,MAD,large_airport,40.471926,-3.56264
