,Id,Direct,Name,CountryName,ImageUrl,HolidayUrl,DirectPrice,IndirectPrice,HotelUrl,IndirectQuoteDateTime,DirectQuoteDateTime,HotelPrice
0,CAGL,True,Cagliari,Italy,https://content.skyscnr.com/m/1c520904cb530a78/original/eyeem-26694340-131957363.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/cagliari-holidays/cia-27539679,11.0,23,/hotels/search?entity_id=27539679&checkin=2021-11-12&checkout=2021-11-13&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,2021-11-10T17:05:00,2021-11-11T14:01:00,
1,PISA,False,Pisa,Italy,https://content.skyscnr.com/14469415402f6651d1f8f1b3b8b483b0/GettyImages-498016949.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/pisa-holidays/cia-27546040,,0,/hotels/search?entity_id=27546040&checkin=2021-11-12&checkout=2021-11-13&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,,
2,TRAP,True,Trapani,Italy,https://content.skyscnr.com/bc9d50a8707c2a3faf1c430c4973cfe0/eyeem-26693940-126565453.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/trapani-holidays/cia-27547239,,70,/hotels/search?entity_id=27547239&checkin=2021-11-12&checkout=2021-11-13&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,2021-11-10T11:07:00,,
3,BOLO,False,Bologna,Italy,https://content.skyscnr.com/e0ed7f0c0c4807256fbfb586c7553b41/bologna.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/bologna-holidays/cia-27539470,,86,/hotels/search?entity_id=27539470&checkin=2021-11-12&checkout=2021-11-13&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,2021-11-09T22:46:00,,
4,GENO,False,Genoa,Italy,https://content.skyscnr.com/8d62591d406da8a128d274d05e042ed2/GettyImages-520961993.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/genoa-holidays/cia-27541884,,45,/hotels/search?entity_id=27541884&checkin=2021-11-12&checkout=2021-11-13&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,2021-11-11T12:15:00,,
5,REGG,False,Reggio Calabria,Italy,https://content.skyscnr.com/c842a0646150babd46c1371e012c2827/GettyImages-489955648.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/reggio-calabria-holidays/cia-27546148,,155,/hotels/search?entity_id=27546148&checkin=2021-11-12&checkout=2021-11-13&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,2021-11-08T17:11:00,,
6,TURI,False,Turin,Italy,https://content.skyscnr.com/8b7a06603efcb6bdde92edd3751784ec/GettyImages-480512869.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/turin-holidays/cia-27547248,,71,/hotels/search?entity_id=27547248&checkin=2021-11-12&checkout=2021-11-13&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,2021-11-10T14:06:00,,
7,BARI,True,Bari,Italy,https://content.skyscnr.com/m/3930ff32e7360c83/Large-eyeem-26694340-130154301.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/bari-holidays/cia-27539556,37.0,26,/hotels/search?entity_id=27539556&checkin=2021-11-12&checkout=2021-11-13&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,2021-11-09T16:01:00,2021-11-11T20:40:00,
8,MILA,False,Milan,Italy,https://content.skyscnr.com/0f320987e189f43d5256fd38df04a977/GettyImages-461823317.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/milan-holidays/cia-27544068,,29,/hotels/search?entity_id=27544068&checkin=2021-11-12&checkout=2021-11-13&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,2021-11-10T12:01:00,,
9,MARA,False,Lamezia Terme,Italy,https://content.skyscnr.com/m/fae19a45fbb9458/original/eyeem-26694340-135367311.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/italy/lamezia-terme-holidays/cia-27546311,,46,/hotels/search?entity_id=27546311&checkin=2021-11-12&checkout=2021-11-13&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,2021-11-09T16:24:00,,
