,Id,Direct,Name,CountryName,ImageUrl,HolidayUrl,IndirectPrice,HotelUrl,HotelPrice,IndirectQuoteDateTime,DirectPrice,DirectQuoteDateTime
0,MALA,False,Málaga,Spain,https://content.skyscnr.com/885adc49a58167bc2bfc0ec3176095d1/GettyImages-178637651.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/malaga-holidays/cia-27547484,152,/hotels/search?entity_id=27547484&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,119.0,2021-11-10T14:20:00,,
1,VALE,True,Valencia,Spain,https://content.skyscnr.com/m/2151532d1a93105c/original/Guide-Page-Image-Valencia.JPG,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/valencia-holidays/cia-27547405,32,/hotels/search?entity_id=27547405&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-09T23:04:00,25.0,2021-11-13T00:55:00
2,GRAN,False,Gran Canaria,Spain,https://content.skyscnr.com/m/52c63dea83a8987c/original/24_19-1.jpg,,127,/hotels/search?entity_id=81972632&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-13T14:25:00,,
3,ARRE,False,Lanzarote,Spain,https://content.skyscnr.com/8f05010aa03fd05aa210ab04d5edc14d/GettyImages-453466115.jpg,,113,/hotels/search?entity_id=81972637&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-13T08:58:00,,
4,MADR,False,Madrid,Spain,https://content.skyscnr.com/13ce98b674f110e5466fea801ffb05bd/madrid.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/madrid-holidays/cia-27544850,55,/hotels/search?entity_id=27544850&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-12T19:46:00,,
5,FUER,False,Fuerteventura,Spain,https://content.skyscnr.com/b4ef80670c581d86543850f97fb2df9f/GettyImages-460870155.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/fuerteventura-holidays/cia-27541737,76,/hotels/search?entity_id=27541737&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-10T15:07:00,,
6,TENE,False,Tenerife,Spain,https://content.skyscnr.com/m/5954933ffe79635b/original/eyeem-28451928-143557105.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/tenerife-holidays/cia-27547165,75,/hotels/search?entity_id=27547165&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,63.0,2021-11-13T11:27:00,,
7,LAPA,False,La Palma,Spain,https://content.skyscnr.com/877f70af45ec23543d4c3ac0cbb77f8e/GettyImages-502911694.jpg,,298,/hotels/search?entity_id=81972633&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-12T21:25:00,,
8,BILB,False,Bilbao,Spain,https://content.skyscnr.com/060f28eebcfc6402d8ab9c887c295ff6/GettyImages-176437830.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/bilbao-holidays/cia-27538794,86,/hotels/search?entity_id=27538794&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-11T20:45:00,,
9,ALIC,False,Alicante,Spain,https://content.skyscnr.com/2df165e46db19d6bcbb86e556a49a1bf/alicante.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/alicante-holidays/cia-27536538,82,/hotels/search?entity_id=27536538&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-10T10:13:00,,
10,PALM,False,Palma,Spain,https://content.skyscnr.com/c643eed202678c7de51c5ed5856998e4/GettyImages-497942480.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/palma-holidays/cia-27545988,76,/hotels/search?entity_id=27545988&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,124.0,2021-11-10T18:21:00,,
11,SEVI,False,Seville,Spain,https://content.skyscnr.com/7b3a368cac5b45d17fc01b6122cc68b0/GettyImages-536922069.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/seville-holidays/cia-27547022,67,/hotels/search?entity_id=27547022&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,94.0,2021-11-09T18:54:00,,
12,BARC,False,Barcelona,Spain,https://content.skyscnr.com/7adba3a46af3ca29695f96937d19fcf1/GettyImages-149127892.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/barcelona-holidays/cia-27548283,64,/hotels/search?entity_id=27548283&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-11T12:31:00,,
13,IBIZ,False,Ibiza,Spain,https://content.skyscnr.com/d5a71bb9ad10ed943ce61251761be64a/GettyImages-177133241.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/ibiza-holidays/cia-27542788,161,/hotels/search?entity_id=27542788&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-11T10:00:00,,
14,LACO,False,A Coruña,Spain,https://content.skyscnr.com/fe16c965011af54da8155be3b5d27e69/GettyImages-152032624.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/a-coruna-holidays/cia-27543999,278,/hotels/search?entity_id=27543999&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-11T12:36:00,,
15,GERO,False,Girona,Spain,https://content.skyscnr.com/2f2e265082e346c1a4f03d113955a9ec/GettyImages-516250775.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/girona-holidays/cia-27541920,279,/hotels/search?entity_id=27541920&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-13T15:00:00,,
16,GRAO,False,Granada,Spain,https://content.skyscnr.com/6c6fe125df67140eb31858be6f226105/GettyImages-177531241.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/granada-holidays/cia-27541926,281,/hotels/search?entity_id=27541926&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-10T15:11:00,,
17,VIGO,False,Vigo,Spain,https://content.skyscnr.com/cc22b75af4f3a35b548d65b1e0be5f35/GettyImages-529405851.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/vigo-holidays/cia-27547389,282,/hotels/search?entity_id=27547389&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-11T12:37:00,,
18,SANC,False,Santiago de Compostela,Spain,https://content.skyscnr.com/e19aa81083a29803e0f619554eead53b/eyeem-26693940-124275584.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/santiago-de-compostela-holidays/cia-27546279,313,/hotels/search?entity_id=27546279&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-13T07:08:00,,
19,JERE,False,Jerez,Spain,https://content.skyscnr.com/4494ca93db98fff4b44987674f27433d/GettyImages-545879142.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/spain/jerez-holidays/cia-27536324,418,/hotels/search?entity_id=27536324&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-09T22:35:00,,
