,Id,Direct,Name,CountryName,HolidayUrl,IndirectPrice,HotelUrl,ImageUrl,DirectPrice,DirectQuoteDateTime,IndirectQuoteDateTime
0,NADO,False,Nador,Morocco,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/morocco/nador-holidays/cia-27545100,0.0,/hotels/search?entity_id=27545100&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,,,
1,FEZS,True,Fes,Morocco,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/morocco/fes-holidays/cia-27541643,,/hotels/search?entity_id=27541643&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,https://content.skyscnr.com/4b19700352746a7fb855fe958141736f/GettyImages-484651575.jpg,11.0,2021-11-10T12:13:00,
2,TETU,False,Tetuan S. Ramel,Morocco,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/morocco/tetuan-s.-ramel-holidays/cia-27547272,0.0,/hotels/search?entity_id=27547272&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,https://content.skyscnr.com/b9589377c78e2e513b33fa6ae0472af8/Tetuan%20S.%20Ramel-GettyImages-514559425.jpg,,,
3,ESSA,False,Essaouira,Morocco,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/morocco/essaouira-holidays/cia-27540985,0.0,/hotels/search?entity_id=27540985&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,https://content.skyscnr.com/6b88e5f167d63f4b309457f46d82895c/GettyImages-173259798.jpg,,,
4,RABA,False,Rabat,Morocco,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/morocco/rabat-holidays/cia-27546128,77.0,/hotels/search?entity_id=27546128&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,https://content.skyscnr.com/6d10c1e96a107d179cab64377ec2435f/GettyImages-469219906.jpg,,,2021-11-12T10:48:00
5,AGAD,False,Agadir,Morocco,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/morocco/agadir-holidays/cia-27536479,0.0,/hotels/search?entity_id=27536479&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,https://content.skyscnr.com/46e741936ce121783af405dd8a6b601c/GettyImages-520507803.jpg,,,
6,TANG,False,Tangier,Morocco,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/morocco/tangier-holidays/cia-27547220,0.0,/hotels/search?entity_id=27547220&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,https://content.skyscnr.com/0ba2fba9393a4207b20e607be32a7c46/GettyImages-508375894.jpg,,,
7,MARR,True,Marrakech,Morocco,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/morocco/marrakech-holidays/cia-27546125,,/hotels/search?entity_id=27546125&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,https://content.skyscnr.com/bae843c92aa2a7255d3b044d8f50465a/GettyImages-183941001.jpg,18.0,2021-11-12T20:18:00,
8,CASA,False,Casablanca,Morocco,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/morocco/casablanca-holidays/cia-27539689,141.0,/hotels/search?entity_id=27539689&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,https://content.skyscnr.com/cdb4c2556aaa2364d88f402833607574/hassan-ii-mosque-8.jpg,,,2021-11-10T10:00:00
