,Id,Direct,Name,CountryName,ImageUrl,HolidayUrl,DirectPrice,IndirectPrice,HotelUrl,IndirectQuoteDateTime,DirectQuoteDateTime
0,TELA,True,Tel Aviv,Israel,https://content.skyscnr.com/f5c3712b7fe4d1bdbb7e84261abbf904/GettyImages-486858743.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/israel/tel-aviv-holidays/cia-27546296,86,54,/hotels/search?entity_id=27546296&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,2021-11-10T12:31:00,2021-11-11T13:34:00
