,Id,Direct,Name,CountryName,ImageUrl,HolidayUrl,IndirectPrice,HotelUrl,DirectPrice,IndirectQuoteDateTime,DirectQuoteDateTime
0,CLUJ,False,Cluj-Napoca,Romania,https://content.skyscnr.com/e2c4ce717878fc7ea04e0a72d00c023d/GettyImages-502724313.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/romania/cluj-napoca-holidays/cia-27539829,0.0,/hotels/search?entity_id=27539829&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,,
1,SIBI,True,Sibiu,Romania,https://content.skyscnr.com/dce169877fc4c05c5d0c983d67647467/GettyImages-507292252.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/romania/sibiu-holidays/cia-27546265,,/hotels/search?entity_id=27546265&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,0.0,,
2,TIMI,True,Timisoara,Romania,https://content.skyscnr.com/3dfad1e0f554d5cac84b35c67b8a0f77/GettyImages-475163356.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/romania/timisoara-holidays/cia-27547261,45.0,/hotels/search?entity_id=27547261&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-09T13:10:00,
3,BUCH,True,Bucharest,Romania,https://content.skyscnr.com/21a5bafbc460dc1a5993454ff952bbd3/GettyImages-476374166.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/romania/bucharest-holidays/cia-27545262,23.0,/hotels/search?entity_id=27545262&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,19.0,2021-11-11T23:34:00,2021-11-12T13:29:00
4,SUCE,False,Suceava Salcea,Romania,,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/romania/suceava-salcea-holidays/cia-27546282,38.0,/hotels/search?entity_id=27546282&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-11T17:14:00,
5,IASI,True,Iasi,Romania,https://content.skyscnr.com/4897ee326c41f194189be4a10fac9785/GettyImages-508830832.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/romania/iasi-holidays/cia-27542784,,/hotels/search?entity_id=27542784&checkin=2021-11-13&checkout=2021-11-14&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,0.0,,
