,Id,Direct,Name,CountryName,ImageUrl,HolidayUrl,DirectPrice,IndirectPrice,HotelUrl,HotelPrice,IndirectQuoteDateTime,DirectQuoteDateTime
0,AMST,True,Amsterdam,Netherlands,https://content.skyscnr.com/fa0912c6ed6f75f0607dfc080359a021/amsterdam.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/netherlands/amsterdam-holidays/cia-27536561,156.0,99,/hotels/search?entity_id=27536561&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,153.0,2021-11-12T23:15:00,2021-11-13T14:16:00
1,ROTT,False,Rotterdam,Netherlands,https://content.skyscnr.com/31366e6b58338a9983246e7c683fec8b/rotterdam.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/netherlands/rotterdam-holidays/cia-27546220,,209,/hotels/search?entity_id=27546220&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-11T17:53:00,
2,EIND,True,Eindhoven,Netherlands,https://content.skyscnr.com/5a1e2c13c96cf32aef643dcebb73b3de/GettyImages-508786473.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/netherlands/eindhoven-holidays/cia-27540894,41.0,29,/hotels/search?entity_id=27540894&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-12T20:00:00,2021-11-13T12:11:00
3,MAAS,False,Maastricht,Netherlands,https://content.skyscnr.com/1010a131056b7a19e66ad9f381d62f1f/GettyImages-530004205.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/netherlands/maastricht-holidays/cia-27545020,,231,/hotels/search?entity_id=27545020&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-13T12:33:00,
