,Id,Direct,Name,CountryName,ImageUrl,HolidayUrl,IndirectPrice,HotelUrl,IndirectQuoteDateTime,DirectPrice,DirectQuoteDateTime
0,KAUN,False,Kaunas,Lithuania,https://content.skyscnr.com/11c82dd482238cc5d533d1dd645effd3/GettyImages-483258556.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/lithuania/kaunas-holidays/cia-27543924,26,/hotels/search?entity_id=27543924&checkin=2021-11-12&checkout=2021-11-13&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,2021-11-09T14:13:00,,
1,VILN,True,Vilnius,Lithuania,https://content.skyscnr.com/m/64cb431e1f5682c3/original/590266991.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/lithuania/vilnius-holidays/cia-27547414,24,/hotels/search?entity_id=27547414&checkin=2021-11-12&checkout=2021-11-13&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,2021-11-10T12:49:00,42.0,2021-11-09T16:48:00
