,Id,Direct,Name,CountryName,ImageUrl,HolidayUrl,DirectPrice,IndirectPrice,HotelUrl,HotelPrice,IndirectQuoteDateTime,DirectQuoteDateTime
0,PRAG,True,Prague,Czechia,https://content.skyscnr.com/6f3779016c23190fadcdc6f500f5dc11/GettyImages-464420602.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/czechia/prague-holidays/cia-27546033,30.0,36,/hotels/search?entity_id=27546033&checkin=2021-11-12&checkout=2021-11-13&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,70.0,2021-11-10T18:46:00,2021-11-12T15:22:00
1,BRNO,False,Brno,Czechia,https://content.skyscnr.com/db338a7967aefd720866854bbd09ca89/GettyImages-493984323.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/czechia/brno-holidays/cia-27539563,,63,/hotels/search?entity_id=27539563&checkin=2021-11-12&checkout=2021-11-13&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-11T20:34:00,
